Date,old_column,Column,Age_Range,Cases,Daily Cases,Diff
2021-06-03,Unknown,Unknown,,42,0.0,-1.0
2021-06-04,HospitalisedAged35to44,Hospitalised Aged,35-44,1198,1.0,-1.0
2021-06-04,RequiringICUCovidCases,Requiring Covid Cases,,1579,0.0,0.0
2021-06-04,HospitalisedAged55to64,Hospitalised Aged,55-64,2054,5.0,5.0
2021-06-04,HospitalisedAged25to34,Hospitalised Aged,25-34,984,0.0,-2.0
2021-06-04,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29099,9.0,2.0
2021-06-04,Aged25to34,Aged,25-34,46006,67.0,16.0
2021-06-04,HospitalisedAged75to84,Hospitalised Aged,75-84,3189,1.0,1.0
2021-06-04,Aged45to54,Aged,45-54,38443,66.0,14.0
2021-06-04,Aged1to4,Aged,1-4,8864,42.0,23.0
2021-06-04,Median_Age,Median Age,,26,-1.0,-2.0
2021-06-04,HospitalisedAged65to74,Hospitalised Aged,65-74,2573,1.0,1.0
2021-06-04,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,263769,NaN,517.0
2021-06-04,Aged15to24,Aged,15-24,46606,96.0,20.0
2021-06-04,Aged75to84,Aged,75-84,10083,2.0,0.0
2021-06-04,Unknown,Unknown,,42,0.0,0.0
2021-06-04,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-04,HospitalisedCovidCases,Hospitalised Covid Cases,,14675,9.0,2.0
2021-06-04,HospitalisedAged45to54,Hospitalised Aged,45-54,1693,1.0,0.0
2021-06-04,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,263769,NaN,517.0
2021-06-04,ConfirmedCovidCases,Confirmed Covid Cases,,529,NaN,64.0
2021-06-04,Aged85up,Aged,85+,7597,0.0,-1.0
2021-06-04,HospitalisedAged15to24,Hospitalised Aged,15-24,592,0.0,-1.0
2021-06-04,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,-1.0
2021-06-04,HospitalisedAged5to14,Hospitalised Aged,5-14,155,0.0,0.0
2021-06-04,Aged65to74,Aged,65-74,13815,6.0,-1.0
2021-06-04,Aged55to64,Aged,55-64,28130,26.0,4.0
2021-06-04,Aged5to14,Aged,5-14,20548,91.0,0.0
2021-06-04,Male,Male,,126129,246.0,27.0
2021-06-04,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-04,Aged35to44,Aged,35-44,42851,82.0,10.0
2021-06-04,Female,Female,,136814,232.0,58.0
2021-06-05,Unknown,Unknown,,42,0.0,0.0
2021-06-05,Median_Age,Median Age,,23,-3.0,-2.0
2021-06-05,HospitalisedAged65to74,Hospitalised Aged,65-74,2573,0.0,-1.0
2021-06-05,HospitalisedAged75to84,Hospitalised Aged,75-84,3189,0.0,-1.0
2021-06-05,Aged75to84,Aged,75-84,10083,0.0,-2.0
2021-06-05,HospitalisedAged35to44,Hospitalised Aged,35-44,1200,2.0,1.0
2021-06-05,ConfirmedCovidCases,Confirmed Covid Cases,,416,NaN,-113.0
2021-06-05,HospitalisedAged15to24,Hospitalised Aged,15-24,593,1.0,1.0
2021-06-05,HospitalisedAged55to64,Hospitalised Aged,55-64,2054,0.0,-5.0
2021-06-05,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29106,7.0,-2.0
2021-06-05,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-05,Male,Male,,126400,271.0,25.0
2021-06-05,Aged55to64,Aged,55-64,28147,17.0,-9.0
2021-06-05,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-05,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264153,NaN,384.0
2021-06-05,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,0.0
2021-06-05,RequiringICUCovidCases,Requiring Covid Cases,,1579,0.0,0.0
2021-06-05,HospitalisedAged25to34,Hospitalised Aged,25-34,986,2.0,2.0
2021-06-05,Aged85up,Aged,85+,7597,0.0,0.0
2021-06-05,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264153,NaN,384.0
2021-06-05,Aged5to14,Aged,5-14,20655,107.0,16.0
2021-06-05,Aged35to44,Aged,35-44,42947,96.0,14.0
2021-06-05,Aged45to54,Aged,45-54,38487,44.0,-22.0
2021-06-05,Female,Female,,137042,228.0,-4.0
2021-06-05,HospitalisedAged5to14,Hospitalised Aged,5-14,155,0.0,0.0
2021-06-05,HospitalisedCovidCases,Hospitalised Covid Cases,,14682,7.0,-2.0
2021-06-05,Aged15to24,Aged,15-24,46733,127.0,31.0
2021-06-05,Aged25to34,Aged,25-34,46076,70.0,3.0
2021-06-05,Aged65to74,Aged,65-74,13818,3.0,-3.0
2021-06-05,Aged1to4,Aged,1-4,8899,35.0,-7.0
2021-06-05,HospitalisedAged45to54,Hospitalised Aged,45-54,1695,2.0,1.0
2021-06-06,HospitalisedCovidCases,Hospitalised Covid Cases,,14688,6.0,-1.0
2021-06-06,Unknown,Unknown,,42,0.0,0.0
2021-06-06,HospitalisedAged45to54,Hospitalised Aged,45-54,1696,1.0,-1.0
2021-06-06,Aged85up,Aged,85+,7599,2.0,2.0
2021-06-06,HospitalisedAged15to24,Hospitalised Aged,15-24,594,1.0,0.0
2021-06-06,Aged55to64,Aged,55-64,28160,13.0,-4.0
2021-06-06,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264466,NaN,313.0
2021-06-06,HospitalisedAged25to34,Hospitalised Aged,25-34,986,0.0,-2.0
2021-06-06,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264466,NaN,313.0
2021-06-06,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,0.0
2021-06-06,Female,Female,,137243,201.0,-27.0
2021-06-06,HospitalisedAged5to14,Hospitalised Aged,5-14,155,0.0,0.0
2021-06-06,Aged75to84,Aged,75-84,10085,2.0,2.0
2021-06-06,Aged25to34,Aged,25-34,46139,63.0,-7.0
2021-06-06,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29119,13.0,6.0
2021-06-06,Aged1to4,Aged,1-4,8924,25.0,-10.0
2021-06-06,Median_Age,Median Age,,24,1.0,4.0
2021-06-06,HospitalisedAged55to64,Hospitalised Aged,55-64,2055,1.0,1.0
2021-06-06,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-06,ConfirmedCovidCases,Confirmed Covid Cases,,313,NaN,-103.0
2021-06-06,Aged5to14,Aged,5-14,20734,79.0,-28.0
2021-06-06,Aged45to54,Aged,45-54,38524,37.0,-7.0
2021-06-06,HospitalisedAged75to84,Hospitalised Aged,75-84,3189,0.0,0.0
2021-06-06,Aged65to74,Aged,65-74,13829,11.0,8.0
2021-06-06,RequiringICUCovidCases,Requiring Covid Cases,,1579,0.0,0.0
2021-06-06,Aged15to24,Aged,15-24,46835,102.0,-25.0
2021-06-06,Male,Male,,126594,194.0,-77.0
2021-06-06,HospitalisedAged65to74,Hospitalised Aged,65-74,2575,2.0,2.0
2021-06-06,HospitalisedAged35to44,Hospitalised Aged,35-44,1201,1.0,-1.0
2021-06-06,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-06,Aged35to44,Aged,35-44,43008,61.0,-35.0
2021-06-07,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264843,NaN,377.0
2021-06-07,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-07,Aged55to64,Aged,55-64,28173,13.0,0.0
2021-06-07,HospitalisedAged5to14,Hospitalised Aged,5-14,156,1.0,1.0
2021-06-07,HospitalisedAged35to44,Hospitalised Aged,35-44,1201,0.0,-1.0
2021-06-07,Aged75to84,Aged,75-84,10087,2.0,0.0
2021-06-07,ConfirmedCovidCases,Confirmed Covid Cases,,377,NaN,64.0
2021-06-07,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29123,4.0,-9.0
2021-06-07,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,1.0,1.0
2021-06-07,Aged15to24,Aged,15-24,46915,80.0,-22.0
2021-06-07,Aged45to54,Aged,45-54,38555,31.0,-6.0
2021-06-07,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,0.0
2021-06-07,HospitalisedAged25to34,Hospitalised Aged,25-34,986,0.0,0.0
2021-06-07,HospitalisedAged55to64,Hospitalised Aged,55-64,2055,0.0,-1.0
2021-06-07,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-07,HospitalisedAged45to54,Hospitalised Aged,45-54,1697,1.0,0.0
2021-06-07,Aged65to74,Aged,65-74,13833,4.0,-7.0
2021-06-07,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,264843,NaN,377.0
2021-06-07,Aged85up,Aged,85+,7600,1.0,-1.0
2021-06-07,Median_Age,Median Age,,24,0.0,-1.0
2021-06-07,Male,Male,,126741,147.0,-47.0
2021-06-07,Unknown,Unknown,,42,0.0,0.0
2021-06-07,Female,Female,,137404,161.0,-40.0
2021-06-07,Aged1to4,Aged,1-4,8942,18.0,-7.0
2021-06-07,HospitalisedCovidCases,Hospitalised Covid Cases,,14691,3.0,-3.0
2021-06-07,Aged25to34,Aged,25-34,46180,41.0,-22.0
2021-06-07,Aged35to44,Aged,35-44,43063,55.0,-6.0
2021-06-07,HospitalisedAged65to74,Hospitalised Aged,65-74,2575,0.0,-2.0
2021-06-07,RequiringICUCovidCases,Requiring Covid Cases,,1579,0.0,0.0
2021-06-07,HospitalisedAged15to24,Hospitalised Aged,15-24,594,0.0,-1.0
2021-06-07,Aged5to14,Aged,5-14,20797,63.0,-16.0
2021-06-08,HospitalisedAged5to14,Hospitalised Aged,5-14,156,0.0,-1.0
2021-06-08,Aged1to4,Aged,1-4,8966,24.0,6.0
2021-06-08,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,0.0,-1.0
2021-06-08,HospitalisedAged65to74,Hospitalised Aged,65-74,2577,2.0,2.0
2021-06-08,Median_Age,Median Age,,25,1.0,1.0
2021-06-08,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-08,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265114,NaN,271.0
2021-06-08,Aged75to84,Aged,75-84,10088,1.0,-1.0
2021-06-08,Aged25to34,Aged,25-34,46228,48.0,7.0
2021-06-08,ConfirmedCovidCases,Confirmed Covid Cases,,271,NaN,-106.0
2021-06-08,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,0.0
2021-06-08,Male,Male,,126922,181.0,34.0
2021-06-08,Aged85up,Aged,85+,7603,3.0,2.0
2021-06-08,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29134,11.0,7.0
2021-06-08,Unknown,Unknown,,42,0.0,0.0
2021-06-08,Aged35to44,Aged,35-44,43123,60.0,5.0
2021-06-08,HospitalisedCovidCases,Hospitalised Covid Cases,,14699,8.0,5.0
2021-06-08,RequiringICUCovidCases,Requiring Covid Cases,,1579,0.0,0.0
2021-06-08,HospitalisedAged15to24,Hospitalised Aged,15-24,594,0.0,0.0
2021-06-08,Aged5to14,Aged,5-14,20866,69.0,6.0
2021-06-08,Female,Female,,137586,182.0,21.0
2021-06-08,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265114,NaN,271.0
2021-06-08,Aged65to74,Aged,65-74,13839,6.0,2.0
2021-06-08,HospitalisedAged35to44,Hospitalised Aged,35-44,1202,1.0,1.0
2021-06-08,Aged55to64,Aged,55-64,28197,24.0,11.0
2021-06-08,HospitalisedAged45to54,Hospitalised Aged,45-54,1700,3.0,2.0
2021-06-08,HospitalisedAged25to34,Hospitalised Aged,25-34,986,0.0,0.0
2021-06-08,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-08,Aged45to54,Aged,45-54,38598,43.0,12.0
2021-06-08,Aged15to24,Aged,15-24,47000,85.0,5.0
2021-06-08,HospitalisedAged55to64,Hospitalised Aged,55-64,2057,2.0,2.0
2021-06-09,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265341,NaN,227.0
2021-06-09,HospitalisedAged45to54,Hospitalised Aged,45-54,1702,2.0,-1.0
2021-06-09,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-09,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29146,12.0,1.0
2021-06-09,Aged85up,Aged,85+,7603,0.0,-3.0
2021-06-09,HospitalisedAged5to14,Hospitalised Aged,5-14,156,0.0,0.0
2021-06-09,Aged25to34,Aged,25-34,46270,42.0,-6.0
2021-06-09,Female,Female,,137721,135.0,-47.0
2021-06-09,HospitalisedAged5,Hospitalised Aged,1-4,196,0.0,0.0
2021-06-09,Aged15to24,Aged,15-24,47071,71.0,-14.0
2021-06-09,HospitalisedAged55to64,Hospitalised Aged,55-64,2057,0.0,-2.0
2021-06-09,Aged65to74,Aged,65-74,13845,6.0,0.0
2021-06-09,HospitalisedAged25to34,Hospitalised Aged,25-34,987,1.0,1.0
2021-06-09,HospitalisedCovidCases,Hospitalised Covid Cases,,14703,4.0,-4.0
2021-06-09,Aged5to14,Aged,5-14,20915,49.0,-20.0
2021-06-09,HospitalisedAged65to74,Hospitalised Aged,65-74,2577,0.0,-2.0
2021-06-09,RequiringICUCovidCases,Requiring Covid Cases,,1580,1.0,1.0
2021-06-09,Aged1to4,Aged,1-4,8974,8.0,-16.0
2021-06-09,Aged45to54,Aged,45-54,38631,33.0,-10.0
2021-06-09,Aged35to44,Aged,35-44,43161,38.0,-22.0
2021-06-09,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265341,NaN,227.0
2021-06-09,Median_Age,Median Age,,24,-1.0,-2.0
2021-06-09,HospitalisedAged15to24,Hospitalised Aged,15-24,595,1.0,1.0
2021-06-09,Aged75to84,Aged,75-84,10088,0.0,-1.0
2021-06-09,HospitalisedAged85up,Hospitalised Aged,85+,2037,0.0,0.0
2021-06-09,Aged55to64,Aged,55-64,28203,6.0,-18.0
2021-06-09,ConfirmedCovidCases,Confirmed Covid Cases,,259,NaN,-12.0
2021-06-09,Unknown,Unknown,,42,0.0,0.0
2021-06-09,Male,Male,,127040,118.0,-63.0
2021-06-09,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,0.0,0.0
2021-06-09,HospitalisedAged35to44,Hospitalised Aged,35-44,1202,0.0,-1.0
2021-06-10,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265739,NaN,398.0
2021-06-10,Aged5to14,Aged,5-14,20957,42.0,-7.0
2021-06-10,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,0.0,0.0
2021-06-10,HospitalisedAged15to24,Hospitalised Aged,15-24,596,1.0,0.0
2021-06-10,Aged65to74,Aged,65-74,13852,7.0,1.0
2021-06-10,Aged55to64,Aged,55-64,28218,15.0,9.0
2021-06-10,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-10,HospitalisedAged65to74,Hospitalised Aged,65-74,2579,2.0,2.0
2021-06-10,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29154,8.0,-4.0
2021-06-10,ConfirmedCovidCases,Confirmed Covid Cases,,398,NaN,139.0
2021-06-10,HospitalisedAged5to14,Hospitalised Aged,5-14,157,1.0,1.0
2021-06-10,HospitalisedAged55to64,Hospitalised Aged,55-64,2061,4.0,4.0
2021-06-10,Aged25to34,Aged,25-34,46310,40.0,-2.0
2021-06-10,Median_Age,Median Age,,25,1.0,2.0
2021-06-10,Aged75to84,Aged,75-84,10088,0.0,0.0
2021-06-10,HospitalisedAged85up,Hospitalised Aged,85+,2039,2.0,2.0
2021-06-10,Unknown,Unknown,,42,0.0,0.0
2021-06-10,Male,Male,,127178,138.0,20.0
2021-06-10,HospitalisedAged35to44,Hospitalised Aged,35-44,1203,1.0,1.0
2021-06-10,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,265739,NaN,398.0
2021-06-10,Aged1to4,Aged,1-4,8990,16.0,8.0
2021-06-10,Aged45to54,Aged,45-54,38651,20.0,-13.0
2021-06-10,Aged85up,Aged,85+,7605,2.0,2.0
2021-06-10,RequiringICUCovidCases,Requiring Covid Cases,,1580,0.0,-1.0
2021-06-10,HospitalisedCovidCases,Hospitalised Covid Cases,,14715,12.0,8.0
2021-06-10,HospitalisedAged25to34,Hospitalised Aged,25-34,987,0.0,-1.0
2021-06-10,Aged15to24,Aged,15-24,47140,69.0,-2.0
2021-06-10,HospitalisedAged45to54,Hospitalised Aged,45-54,1702,0.0,-2.0
2021-06-10,Female,Female,,137843,122.0,-13.0
2021-06-10,Aged35to44,Aged,35-44,43210,49.0,11.0
2021-06-10,HospitalisedAged5,Hospitalised Aged,1-4,197,1.0,1.0
2021-06-11,Aged35to44,Aged,35-44,43282,72.0,23.0
2021-06-11,HospitalisedCovidCases,Hospitalised Covid Cases,,14727,12.0,0.0
2021-06-11,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266058,NaN,319.0
2021-06-11,HospitalisedAged5,Hospitalised Aged,1-4,197,0.0,-1.0
2021-06-11,Female,Female,,138042,199.0,77.0
2021-06-11,RequiringICUCovidCases,Requiring Covid Cases,,1581,1.0,1.0
2021-06-11,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-11,HospitalisedAged45to54,Hospitalised Aged,45-54,1706,4.0,4.0
2021-06-11,HospitalisedAged55to64,Hospitalised Aged,55-64,2063,2.0,-2.0
2021-06-11,Median_Age,Median Age,,25,0.0,-1.0
2021-06-11,Aged75to84,Aged,75-84,10089,1.0,1.0
2021-06-11,Unknown,Unknown,,42,0.0,0.0
2021-06-11,Male,Male,,127346,168.0,30.0
2021-06-11,HospitalisedAged35to44,Hospitalised Aged,35-44,1206,3.0,2.0
2021-06-11,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266058,NaN,319.0
2021-06-11,HospitalisedAged85up,Hospitalised Aged,85+,2039,0.0,-2.0
2021-06-11,Aged55to64,Aged,55-64,28229,11.0,-4.0
2021-06-11,Aged45to54,Aged,45-54,38680,29.0,9.0
2021-06-11,HospitalisedAged25to34,Hospitalised Aged,25-34,988,1.0,1.0
2021-06-11,Aged25to34,Aged,25-34,46373,63.0,23.0
2021-06-11,HospitalisedAged5to14,Hospitalised Aged,5-14,157,0.0,-1.0
2021-06-11,Aged5to14,Aged,5-14,21012,55.0,13.0
2021-06-11,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29166,12.0,4.0
2021-06-11,HospitalisedAged15to24,Hospitalised Aged,15-24,596,0.0,-1.0
2021-06-11,Aged85up,Aged,85+,7606,1.0,-1.0
2021-06-11,ConfirmedCovidCases,Confirmed Covid Cases,,319,NaN,-79.0
2021-06-11,HospitalisedAged65to74,Hospitalised Aged,65-74,2581,2.0,0.0
2021-06-11,Aged65to74,Aged,65-74,13859,7.0,0.0
2021-06-11,Aged1to4,Aged,1-4,9016,26.0,10.0
2021-06-11,Aged15to24,Aged,15-24,47242,102.0,33.0
2021-06-11,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,0.0,0.0
2021-06-12,Median_Age,Median Age,,25,0.0,0.0
2021-06-12,HospitalisedAged75to84,Hospitalised Aged,75-84,3190,0.0,0.0
2021-06-12,RequiringICUCovidCases,Requiring Covid Cases,,1581,0.0,-1.0
2021-06-12,HospitalisedAged5to14,Hospitalised Aged,5-14,157,0.0,0.0
2021-06-12,Aged15to24,Aged,15-24,47322,80.0,-22.0
2021-06-12,HospitalisedAged5,Hospitalised Aged,1-4,197,0.0,0.0
2021-06-12,Aged55to64,Aged,55-64,28243,14.0,3.0
2021-06-12,Aged65to74,Aged,65-74,13861,2.0,-5.0
2021-06-12,HospitalisedAged55to64,Hospitalised Aged,55-64,2064,1.0,-1.0
2021-06-12,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266489,NaN,431.0
2021-06-12,Aged75to84,Aged,75-84,10090,1.0,0.0
2021-06-12,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29178,12.0,0.0
2021-06-12,HospitalisedAged65to74,Hospitalised Aged,65-74,2582,1.0,-1.0
2021-06-12,HospitalisedAged15to24,Hospitalised Aged,15-24,597,1.0,1.0
2021-06-12,HospitalisedAged35to44,Hospitalised Aged,35-44,1208,2.0,-1.0
2021-06-12,HospitalisedAged85up,Hospitalised Aged,85+,2039,0.0,0.0
2021-06-12,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266489,NaN,431.0
2021-06-12,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-12,HospitalisedCovidCases,Hospitalised Covid Cases,,14737,10.0,-2.0
2021-06-12,Aged25to34,Aged,25-34,46436,63.0,0.0
2021-06-12,ConfirmedCovidCases,Confirmed Covid Cases,,431,NaN,112.0
2021-06-12,HospitalisedAged45to54,Hospitalised Aged,45-54,1706,0.0,-4.0
2021-06-12,Aged85up,Aged,85+,7606,0.0,-1.0
2021-06-12,HospitalisedAged25to34,Hospitalised Aged,25-34,993,5.0,4.0
2021-06-12,Female,Female,,138176,134.0,-65.0
2021-06-12,Unknown,Unknown,,42,0.0,0.0
2021-06-12,Aged1to4,Aged,1-4,9030,14.0,-12.0
2021-06-12,Male,Male,,127491,145.0,-23.0
2021-06-12,Aged45to54,Aged,45-54,38702,22.0,-7.0
2021-06-12,Aged5to14,Aged,5-14,21053,41.0,-14.0
2021-06-12,Aged35to44,Aged,35-44,43323,41.0,-31.0
2021-06-13,Aged5to14,Aged,5-14,21111,58.0,17.0
2021-06-13,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266804,NaN,315.0
2021-06-13,HospitalisedAged5,Hospitalised Aged,1-4,197,0.0,0.0
2021-06-13,HospitalisedAged25to34,Hospitalised Aged,25-34,995,2.0,-3.0
2021-06-13,Aged35to44,Aged,35-44,43373,50.0,9.0
2021-06-13,Aged1to4,Aged,1-4,9053,23.0,9.0
2021-06-13,HospitalisedAged55to64,Hospitalised Aged,55-64,2065,1.0,0.0
2021-06-13,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,266804,NaN,315.0
2021-06-13,HospitalisedCovidCases,Hospitalised Covid Cases,,14744,7.0,-3.0
2021-06-13,Aged25to34,Aged,25-34,46505,69.0,6.0
2021-06-13,Unknown,Unknown,,42,0.0,0.0
2021-06-13,ConfirmedCovidCases,Confirmed Covid Cases,,315,NaN,-116.0
2021-06-13,HospitalisedAged45to54,Hospitalised Aged,45-54,1707,1.0,1.0
2021-06-13,HospitalisedAged75to84,Hospitalised Aged,75-84,3192,2.0,2.0
2021-06-13,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-13,Median_Age,Median Age,,24,-1.0,-1.0
2021-06-13,Aged45to54,Aged,45-54,38739,37.0,15.0
2021-06-13,HospitalisedAged35to44,Hospitalised Aged,35-44,1209,1.0,-1.0
2021-06-13,Aged55to64,Aged,55-64,28257,14.0,0.0
2021-06-13,HospitalisedAged85up,Hospitalised Aged,85+,2039,0.0,0.0
2021-06-13,Aged75to84,Aged,75-84,10094,4.0,3.0
2021-06-13,Female,Female,,138348,172.0,38.0
2021-06-13,Aged15to24,Aged,15-24,47429,107.0,27.0
2021-06-13,HospitalisedAged5to14,Hospitalised Aged,5-14,157,0.0,0.0
2021-06-13,Aged65to74,Aged,65-74,13867,6.0,4.0
2021-06-13,RequiringICUCovidCases,Requiring Covid Cases,,1582,1.0,1.0
2021-06-13,Aged85up,Aged,85+,7606,0.0,0.0
2021-06-13,Male,Male,,127687,196.0,51.0
2021-06-13,HospitalisedAged65to74,Hospitalised Aged,65-74,2582,0.0,-1.0
2021-06-13,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29180,2.0,-10.0
2021-06-13,HospitalisedAged15to24,Hospitalised Aged,15-24,597,0.0,-1.0
2021-06-14,HospitalisedAged5to14,Hospitalised Aged,5-14,157,0.0,0.0
2021-06-14,HospitalisedAged55to64,Hospitalised Aged,55-64,2068,3.0,2.0
2021-06-14,HospitalisedAged15to24,Hospitalised Aged,15-24,597,0.0,0.0
2021-06-14,Aged85up,Aged,85+,7608,2.0,2.0
2021-06-14,ConfirmedCovidCases,Confirmed Covid Cases,,242,NaN,-73.0
2021-06-14,Aged45to54,Aged,45-54,38766,27.0,-10.0
2021-06-14,Aged5to14,Aged,5-14,21143,32.0,-26.0
2021-06-14,HospitalisedAged25to34,Hospitalised Aged,25-34,996,1.0,-1.0
2021-06-14,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-14,Aged75to84,Aged,75-84,10095,1.0,-3.0
2021-06-14,RequiringICUCovidCases,Requiring Covid Cases,,1582,0.0,-1.0
2021-06-14,HospitalisedCovidCases,Hospitalised Covid Cases,,14752,8.0,1.0
2021-06-14,Aged35to44,Aged,35-44,43421,48.0,-2.0
2021-06-14,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,267006,NaN,202.0
2021-06-14,Aged15to24,Aged,15-24,47524,95.0,-12.0
2021-06-14,Aged55to64,Aged,55-64,28272,15.0,1.0
2021-06-14,Aged65to74,Aged,65-74,13872,5.0,-1.0
2021-06-14,HospitalisedAged65to74,Hospitalised Aged,65-74,2582,0.0,0.0
2021-06-14,HospitalisedAged35to44,Hospitalised Aged,35-44,1209,0.0,-1.0
2021-06-14,Male,Male,,127836,149.0,-47.0
2021-06-14,HospitalisedAged85up,Hospitalised Aged,85+,2040,1.0,1.0
2021-06-14,Median_Age,Median Age,,25,1.0,2.0
2021-06-14,Female,Female,,138505,157.0,-15.0
2021-06-14,Aged1to4,Aged,1-4,9071,18.0,-5.0
2021-06-14,HospitalisedAged45to54,Hospitalised Aged,45-54,1709,2.0,1.0
2021-06-14,Unknown,Unknown,,42,0.0,0.0
2021-06-14,Aged25to34,Aged,25-34,46568,63.0,-6.0
2021-06-14,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,267006,NaN,202.0
2021-06-14,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29188,8.0,6.0
2021-06-14,HospitalisedAged75to84,Hospitalised Aged,75-84,3193,1.0,-1.0
2021-06-14,HospitalisedAged5,Hospitalised Aged,1-4,197,0.0,0.0
2021-06-15,Aged5to14,Aged,5-14,21176,33.0,1.0
2021-06-15,Male,Male,,127962,126.0,-23.0
2021-06-15,Aged75to84,Aged,75-84,10095,0.0,-1.0
2021-06-15,ConfirmedCovidCases,Confirmed Covid Cases,,283,NaN,41.0
2021-06-15,Aged65to74,Aged,65-74,13874,2.0,-3.0
2021-06-15,HospitalisedAged35to44,Hospitalised Aged,35-44,1209,0.0,0.0
2021-06-15,Aged15to24,Aged,15-24,47609,85.0,-10.0
2021-06-15,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,267289,NaN,283.0
2021-06-15,HospitalisedAged65to74,Hospitalised Aged,65-74,2582,0.0,0.0
2021-06-15,HospitalisedAged15to24,Hospitalised Aged,15-24,597,0.0,0.0
2021-06-15,HospitalisedAged25to34,Hospitalised Aged,25-34,996,0.0,-1.0
2021-06-15,HospitalisedAged5,Hospitalised Aged,1-4,197,0.0,0.0
2021-06-15,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-06-15,Unknown,Unknown,,42,0.0,0.0
2021-06-15,HospitalisedAged75to84,Hospitalised Aged,75-84,3193,0.0,-1.0
2021-06-15,Female,Female,,138621,116.0,-41.0
2021-06-15,RequiringICUCovidCases,Requiring Covid Cases,,1583,1.0,1.0
2021-06-15,Aged1to4,Aged,1-4,9085,14.0,-4.0
2021-06-15,Aged25to34,Aged,25-34,46605,37.0,-26.0
2021-06-15,HospitalisedCovidCases,Hospitalised Covid Cases,,14755,3.0,-5.0
2021-06-15,Aged85up,Aged,85+,7608,0.0,-2.0
2021-06-15,Median_Age,Median Age,,22,-3.0,-4.0
2021-06-15,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,29192,4.0,-4.0
2021-06-15,HospitalisedAged85up,Hospitalised Aged,85+,2040,0.0,-1.0
