Date,Column,Age Range,Cases,Daily Cases,Diff
2021-06-25,Female,,140052.0,128.0,-38.0
2021-06-25,Hospitalised Aged,45-54,1724.0,4.0,2.0
2021-06-25,Male,,129479.0,156.0,-16.0
2021-06-25,Aged,75-84,10109.0,2.0,1.0
2021-06-25,Healthcare Workers Covid Cases,,29259.0,7.0,1.0
2021-06-25,Confirmed Covid Deaths,,,,
2021-06-25,Confirmed Covid Cases,,380.0,,76.0
2021-06-25,Aged,5-14,21612.0,35.0,-16.0
2021-06-25,Unknown,,42.0,0.0,0.0
2021-06-25,Aged,35-44,43983.0,43.0,-16.0
2021-06-25,Total Confirmed Covid Cases,,270477.0,,380.0
2021-06-25,Requiring Covid Cases,,1589.0,0.0,-1.0
2021-06-25,Aged,1-4,9252.0,16.0,-1.0
2021-06-25,Hospitalised Aged,65-74,2586.0,0.0,0.0
2021-06-25,Hospitalised Aged,55-64,2076.0,1.0,1.0
2021-06-25,Hospitalised Covid Cases,,14819.0,7.0,0.0
2021-06-25,Hospitalised Aged,75-84,3197.0,1.0,0.0
2021-06-25,Aged,15-24,48423.0,98.0,6.0
2021-06-25,Aged,45-54,39060.0,28.0,-1.0
2021-06-25,Hospitalised Aged,1-4,200.0,0.0,0.0
2021-06-25,Clusters Notified,,0.0,0.0,0.0
2021-06-25,Hospitalised Aged,5-14,158.0,0.0,0.0
2021-06-25,Aged,85+,7617.0,0.0,0.0
2021-06-25,Hospitalised Aged,15-24,604.0,1.0,-1.0
2021-06-25,Total Covid Deaths,,4989.0,,0.0
2021-06-25,Median Age,,23.0,-3.0,-2.0
2021-06-25,Aged,25-34,47144.0,49.0,-14.0
2021-06-25,Total Confirmed Covid Cases,,270477.0,,380.0
2021-06-25,Aged,65-74,13925.0,3.0,-7.0
2021-06-26,Aged,25-34,47205.0,61.0,12.0
2021-06-26,Aged,15-24,48535.0,112.0,14.0
2021-06-26,Hospitalised Aged,45-54,1726.0,2.0,-2.0
2021-06-26,Requiring Covid Cases,,1592.0,3.0,3.0
2021-06-26,Aged,85+,7618.0,1.0,1.0
2021-06-26,Unknown,,42.0,0.0,0.0
2021-06-26,Confirmed Covid Cases,,443.0,,63.0
2021-06-26,Aged,55-64,28421.0,16.0,6.0
2021-06-26,Aged,75-84,10109.0,0.0,-2.0
2021-06-26,Hospitalised Aged,25-34,1005.0,1.0,1.0
2021-06-26,Hospitalised Aged,75-84,3197.0,0.0,-1.0
2021-06-26,Total Confirmed Covid Cases,,270920.0,,443.0
2021-06-26,Total Covid Deaths,,4989.0,,0.0
2021-06-26,Hospitalised Aged,15-24,605.0,1.0,0.0
2021-06-26,Female,,140227.0,175.0,47.0
2021-06-26,Aged,45-54,39086.0,26.0,-2.0
2021-06-26,Hospitalised Aged,55-64,2076.0,0.0,-1.0
2021-06-26,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-06-26,Aged,5-14,21663.0,51.0,16.0
2021-06-26,Median Age,,24.0,1.0,4.0
2021-06-26,Healthcare Workers Covid Cases,,29266.0,7.0,0.0
2021-06-26,Hospitalised Aged,35-44,1224.0,3.0,3.0
2021-06-26,Male,,129648.0,169.0,13.0
2021-06-26,Hospitalised Aged,65-74,2588.0,2.0,2.0
2021-06-26,Clusters Notified,,0.0,0.0,0.0
2021-06-26,Confirmed Covid Deaths,,,,
2021-06-26,Aged,35-44,44035.0,52.0,9.0
2021-06-26,Total Confirmed Covid Cases,,270920.0,,443.0
2021-06-26,Hospitalised Aged,5-14,159.0,1.0,1.0
2021-06-26,Aged,65-74,13936.0,11.0,8.0
2021-06-26,Hospitalised Covid Cases,,14829.0,10.0,3.0
2021-06-26,Aged,1-4,9266.0,14.0,-2.0
2021-06-26,Hospitalised Aged,1-4,200.0,0.0,0.0
2021-06-27,Unknown,,42.0,0.0,0.0
2021-06-27,Female,,140437.0,210.0,35.0
2021-06-27,Aged,35-44,44083.0,48.0,-4.0
2021-06-27,Aged,5-14,21740.0,77.0,26.0
2021-06-27,Aged,15-24,48629.0,94.0,-18.0
2021-06-27,Hospitalised Aged,65-74,2588.0,0.0,-2.0
2021-06-27,Hospitalised Aged,15-24,606.0,1.0,0.0
2021-06-27,Hospitalised Aged,35-44,1224.0,0.0,-3.0
2021-06-27,Total Covid Deaths,,4989.0,,0.0
2021-06-27,Total Confirmed Covid Cases,,271260.0,,340.0
2021-06-27,Hospitalised Aged,75-84,3197.0,0.0,0.0
2021-06-27,Hospitalised Aged,1-4,201.0,1.0,1.0
2021-06-27,Requiring Covid Cases,,1592.0,0.0,-3.0
2021-06-27,Aged,45-54,39129.0,43.0,17.0
2021-06-27,Clusters Notified,,0.0,0.0,0.0
2021-06-27,Median Age,,26.0,2.0,1.0
2021-06-27,Hospitalised Aged,25-34,1007.0,2.0,1.0
2021-06-27,Aged,65-74,13944.0,8.0,-3.0
2021-06-27,Confirmed Covid Cases,,340.0,,-103.0
2021-06-27,Total Confirmed Covid Cases,,271260.0,,340.0
2021-06-27,Confirmed Covid Deaths,,,,
2021-06-27,Hospitalised Aged,5-14,160.0,1.0,0.0
2021-06-27,Aged,25-34,47304.0,99.0,38.0
2021-06-27,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-06-27,Hospitalised Aged,55-64,2077.0,1.0,1.0
2021-06-27,Aged,1-4,9283.0,17.0,3.0
2021-06-27,Hospitalised Covid Cases,,14835.0,6.0,-4.0
2021-06-27,Hospitalised Aged,45-54,1726.0,0.0,-2.0
2021-06-27,Male,,129841.0,193.0,24.0
2021-06-27,Aged,75-84,10111.0,2.0,2.0
2021-06-27,Healthcare Workers Covid Cases,,29278.0,12.0,5.0
2021-06-27,Aged,85+,7618.0,0.0,-1.0
2021-06-27,Aged,55-64,28436.0,15.0,-1.0
2021-06-28,Aged,85+,7618.0,0.0,0.0
2021-06-28,Requiring Covid Cases,,1592.0,0.0,0.0
2021-06-28,Hospitalised Aged,75-84,3198.0,1.0,1.0
2021-06-28,Hospitalised Aged,35-44,1225.0,1.0,1.0
2021-06-28,Aged,75-84,10112.0,1.0,-1.0
2021-06-28,Hospitalised Aged,1-4,202.0,1.0,0.0
2021-06-28,Hospitalised Aged,5-14,160.0,0.0,-1.0
2021-06-28,Aged,25-34,47353.0,49.0,-50.0
2021-06-28,Aged,65-74,13951.0,7.0,-1.0
2021-06-28,Aged,45-54,39169.0,40.0,-3.0
2021-06-28,Confirmed Covid Deaths,,,,
2021-06-28,Clusters Notified,,0.0,0.0,0.0
2021-06-28,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-06-28,Total Confirmed Covid Cases,,271589.0,,329.0
2021-06-28,Hospitalised Aged,15-24,607.0,1.0,0.0
2021-06-28,Total Confirmed Covid Cases,,271589.0,,329.0
2021-06-28,Hospitalised Covid Cases,,14843.0,8.0,2.0
2021-06-28,Hospitalised Aged,25-34,1008.0,1.0,-1.0
2021-06-28,Male,,130024.0,183.0,-10.0
2021-06-28,Aged,5-14,21802.0,62.0,-15.0
2021-06-28,Hospitalised Aged,65-74,2589.0,1.0,1.0
2021-06-28,Aged,1-4,9301.0,18.0,1.0
2021-06-28,Unknown,,42.0,0.0,0.0
2021-06-28,Confirmed Covid Cases,,305.0,,-35.0
2021-06-28,Aged,15-24,48721.0,92.0,-2.0
2021-06-28,Aged,35-44,44149.0,66.0,18.0
2021-06-28,Aged,55-64,28456.0,20.0,5.0
2021-06-28,Hospitalised Aged,55-64,2078.0,1.0,0.0
2021-06-28,Median Age,,25.0,-1.0,-3.0
2021-06-28,Hospitalised Aged,45-54,1727.0,1.0,1.0
2021-06-28,Healthcare Workers Covid Cases,,29290.0,12.0,0.0
2021-06-28,Total Covid Deaths,,4989.0,,0.0
2021-06-28,Female,,140609.0,172.0,-38.0
2021-06-29,Hospitalised Aged,55-64,2079.0,1.0,0.0
2021-06-29,Aged,65-74,13956.0,5.0,-2.0
2021-06-29,Hospitalised Covid Cases,,14847.0,4.0,-4.0
2021-06-29,Aged,15-24,48799.0,78.0,-14.0
2021-06-29,Female,,140748.0,139.0,-33.0
2021-06-29,Hospitalised Aged,1-4,203.0,1.0,0.0
2021-06-29,Confirmed Covid Deaths,,,,
2021-06-29,Aged,25-34,47400.0,47.0,-2.0
2021-06-29,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-06-29,Healthcare Workers Covid Cases,,29298.0,8.0,-4.0
2021-06-29,Hospitalised Aged,45-54,1727.0,0.0,-1.0
2021-06-29,Aged,55-64,28478.0,22.0,2.0
2021-06-29,Total Confirmed Covid Cases,,271931.0,,342.0
2021-06-29,Male,,130168.0,144.0,-39.0
2021-06-29,Aged,75-84,10112.0,0.0,-1.0
2021-06-29,Hospitalised Aged,25-34,1008.0,0.0,-1.0
2021-06-29,Aged,5-14,21853.0,51.0,-11.0
2021-06-29,Total Covid Deaths,,4989.0,,0.0
2021-06-29,Total Confirmed Covid Cases,,271931.0,,342.0
2021-06-29,Hospitalised Aged,35-44,1225.0,0.0,-1.0
2021-06-29,Hospitalised Aged,75-84,3198.0,0.0,-1.0
2021-06-29,Aged,45-54,39196.0,27.0,-13.0
2021-06-29,Aged,85+,7618.0,0.0,0.0
2021-06-29,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-06-29,Requiring Covid Cases,,1593.0,1.0,1.0
2021-06-29,Clusters Notified,,0.0,0.0,0.0
2021-06-29,Aged,35-44,44194.0,45.0,-21.0
2021-06-29,Confirmed Covid Cases,,351.0,,46.0
2021-06-29,Hospitalised Aged,65-74,2591.0,2.0,1.0
2021-06-29,Median Age,,25.0,0.0,1.0
2021-06-29,Aged,1-4,9309.0,8.0,-10.0
2021-06-29,Hospitalised Aged,15-24,607.0,0.0,-1.0
2021-06-29,Unknown,,42.0,0.0,0.0
2021-06-30,Aged,45-54,39241.0,45.0,18.0
2021-06-30,Hospitalised Aged,55-64,2081.0,2.0,1.0
2021-06-30,Total Confirmed Covid Cases,,272336.0,,405.0
2021-06-30,Aged,1-4,9329.0,20.0,12.0
2021-06-30,Aged,75-84,10114.0,2.0,2.0
2021-06-30,Aged,25-34,47451.0,51.0,4.0
2021-06-30,Requiring Covid Cases,,1595.0,2.0,1.0
2021-06-30,Aged,15-24,48887.0,88.0,10.0
2021-06-30,Confirmed Covid Cases,,452.0,,101.0
2021-06-30,Confirmed Covid Deaths,,9.0,,
2021-06-30,Aged,55-64,28498.0,20.0,-2.0
2021-06-30,Aged,35-44,44250.0,56.0,11.0
2021-06-30,Aged,85+,7619.0,1.0,1.0
2021-06-30,Hospitalised Aged,45-54,1728.0,1.0,1.0
2021-06-30,Healthcare Workers Covid Cases,,29314.0,16.0,8.0
2021-06-30,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-06-30,Hospitalised Aged,25-34,1008.0,0.0,0.0
2021-06-30,Hospitalised Aged,1-4,203.0,0.0,-1.0
2021-06-30,Total Confirmed Covid Cases,,272336.0,,405.0
2021-06-30,Hospitalised Covid Cases,,14858.0,11.0,7.0
2021-06-30,Hospitalised Aged,75-84,3200.0,2.0,2.0
2021-06-30,Aged,65-74,13962.0,6.0,1.0
2021-06-30,Total Covid Deaths,,4998.0,,9.0
2021-06-30,Hospitalised Aged,15-24,608.0,1.0,1.0
2021-06-30,Male,,130336.0,168.0,24.0
2021-06-30,Hospitalised Aged,35-44,1229.0,4.0,4.0
2021-06-30,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-06-30,Female,,140931.0,183.0,44.0
2021-06-30,Unknown,,42.0,0.0,0.0
2021-06-30,Median Age,,25.0,0.0,0.0
2021-06-30,Hospitalised Aged,65-74,2592.0,1.0,-1.0
2021-06-30,Clusters Notified,,0.0,0.0,0.0
2021-06-30,Aged,5-14,21915.0,62.0,11.0
2021-07-01,Female,,141123.0,192.0,9.0
2021-07-01,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-07-01,Hospitalised Aged,45-54,1729.0,1.0,0.0
2021-07-01,Aged,45-54,39272.0,31.0,-14.0
2021-07-01,Aged,55-64,28516.0,18.0,-2.0
2021-07-01,Hospitalised Aged,75-84,3200.0,0.0,-2.0
2021-07-01,Total Covid Deaths,,5000.0,,2.0
2021-07-01,Aged,75-84,10117.0,3.0,1.0
2021-07-01,Hospitalised Aged,25-34,1008.0,0.0,0.0
2021-07-01,Confirmed Covid Cases,,448.0,,-4.0
2021-07-01,Clusters Notified,,0.0,0.0,0.0
2021-07-01,Total Confirmed Covid Cases,,272784.0,,448.0
2021-07-01,Unknown,,43.0,1.0,1.0
2021-07-01,Aged,85+,7621.0,2.0,1.0
2021-07-01,Healthcare Workers Covid Cases,,29325.0,11.0,-5.0
2021-07-01,Aged,5-14,21989.0,74.0,12.0
2021-07-01,Male,,130556.0,220.0,52.0
2021-07-01,Hospitalised Aged,85+,2045.0,0.0,0.0
2021-07-01,Hospitalised Aged,35-44,1231.0,2.0,-2.0
2021-07-01,Hospitalised Aged,55-64,2081.0,0.0,-2.0
2021-07-01,Total Confirmed Covid Cases,,272784.0,,448.0
2021-07-01,Aged,1-4,9353.0,24.0,4.0
2021-07-01,Hospitalised Aged,1-4,203.0,0.0,0.0
2021-07-01,Hospitalised Aged,65-74,2592.0,0.0,-1.0
2021-07-01,Requiring Covid Cases,,1596.0,1.0,-1.0
2021-07-01,Median Age,,24.0,-1.0,-1.0
2021-07-01,Confirmed Covid Deaths,,2.0,,-7.0
2021-07-01,Aged,65-74,13965.0,3.0,-3.0
2021-07-01,Aged,35-44,44321.0,71.0,15.0
2021-07-01,Hospitalised Covid Cases,,14862.0,4.0,-7.0
2021-07-01,Aged,25-34,47523.0,72.0,21.0
2021-07-01,Aged,15-24,49002.0,115.0,27.0
2021-07-01,Hospitalised Aged,15-24,609.0,1.0,0.0
2021-07-02,Median Age,,25.0,1.0,2.0
2021-07-02,Aged,65-74,13975.0,10.0,7.0
2021-07-02,Female,,141332.0,209.0,17.0
2021-07-02,Total Confirmed Covid Cases,,273296.0,,512.0
2021-07-02,Clusters Notified,,0.0,0.0,0.0
2021-07-02,Hospitalised Aged,35-44,1234.0,3.0,1.0
2021-07-02,Hospitalised Covid Cases,,14870.0,8.0,4.0
2021-07-02,Hospitalised Aged,1-4,203.0,0.0,0.0
2021-07-02,Total Covid Deaths,,5000.0,,0.0
2021-07-02,Hospitalised Aged,85+,2046.0,1.0,1.0
2021-07-02,Male,,130777.0,221.0,1.0
2021-07-02,Aged,5-14,22049.0,60.0,-14.0
2021-07-02,Total Confirmed Covid Cases,,273296.0,,512.0
2021-07-02,Hospitalised Aged,25-34,1009.0,1.0,1.0
2021-07-02,Aged,75-84,10119.0,2.0,-1.0
2021-07-02,Aged,1-4,9368.0,15.0,-9.0
2021-07-02,Confirmed Covid Cases,,512.0,,64.0
2021-07-02,Healthcare Workers Covid Cases,,29332.0,7.0,-4.0
2021-07-02,Unknown,,43.0,0.0,-1.0
2021-07-02,Confirmed Covid Deaths,,,,
2021-07-02,Aged,55-64,28533.0,17.0,-1.0
2021-07-02,Aged,35-44,44396.0,75.0,4.0
2021-07-02,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-07-02,Aged,25-34,47609.0,86.0,14.0
2021-07-02,Hospitalised Aged,65-74,2593.0,1.0,1.0
2021-07-02,Hospitalised Aged,15-24,610.0,1.0,0.0
2021-07-02,Hospitalised Aged,45-54,1729.0,0.0,-1.0
2021-07-02,Hospitalised Aged,75-84,3200.0,0.0,0.0
2021-07-02,Aged,15-24,49133.0,131.0,16.0
2021-07-02,Requiring Covid Cases,,1596.0,0.0,-1.0
2021-07-02,Hospitalised Aged,55-64,2082.0,1.0,1.0
2021-07-02,Aged,85+,7623.0,2.0,0.0
2021-07-02,Aged,45-54,39304.0,32.0,1.0
2021-07-03,Aged,25-34,47705.0,96.0,10.0
2021-07-03,Clusters Notified,,0.0,0.0,0.0
2021-07-03,Aged,75-84,10119.0,0.0,-2.0
2021-07-03,Median Age,,24.0,-1.0,-2.0
2021-07-03,Requiring Covid Cases,,1597.0,1.0,1.0
2021-07-03,Confirmed Covid Cases,,448.0,,-64.0
2021-07-03,Hospitalised Aged,1-4,204.0,1.0,1.0
2021-07-03,Aged,45-54,39338.0,34.0,2.0
2021-07-03,Female,,141592.0,260.0,51.0
2021-07-03,Hospitalised Aged,15-24,613.0,3.0,2.0
2021-07-03,Hospitalised Aged,25-34,1009.0,0.0,-1.0
2021-07-03,Hospitalised Aged,65-74,2594.0,1.0,0.0
2021-07-03,Aged,55-64,28558.0,25.0,8.0
2021-07-03,Hospitalised Aged,75-84,3200.0,0.0,0.0
2021-07-03,Aged,5-14,22118.0,69.0,9.0
2021-07-03,Hospitalised Aged,45-54,1729.0,0.0,0.0
2021-07-03,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-07-03,Hospitalised Aged,85+,2046.0,0.0,-1.0
2021-07-03,Hospitalised Aged,55-64,2082.0,0.0,-1.0
2021-07-03,Male,,131027.0,250.0,29.0
2021-07-03,Aged,35-44,44469.0,73.0,-2.0
2021-07-03,Total Confirmed Covid Cases,,273744.0,,448.0
2021-07-03,Aged,1-4,9396.0,28.0,13.0
2021-07-03,Confirmed Covid Deaths,,,,
2021-07-03,Aged,15-24,49304.0,171.0,40.0
2021-07-03,Healthcare Workers Covid Cases,,29341.0,9.0,2.0
2021-07-03,Unknown,,43.0,0.0,0.0
2021-07-03,Total Confirmed Covid Cases,,273744.0,,448.0
2021-07-03,Hospitalised Aged,35-44,1235.0,1.0,-2.0
2021-07-03,Hospitalised Covid Cases,,14876.0,6.0,-2.0
2021-07-03,Aged,65-74,13988.0,13.0,3.0
2021-07-03,Total Covid Deaths,,5000.0,,0.0
2021-07-03,Aged,85+,7623.0,0.0,-2.0
2021-07-04,Hospitalised Aged,55-64,2086.0,4.0,4.0
2021-07-04,Total Confirmed Covid Cases,,274306.0,,562.0
2021-07-04,Confirmed Covid Cases,,562.0,,114.0
2021-07-04,Hospitalised Aged,35-44,1236.0,1.0,0.0
2021-07-04,Hospitalised Aged,1-4,204.0,0.0,-1.0
2021-07-04,Aged,75-84,10124.0,5.0,5.0
2021-07-04,Hospitalised Aged,85+,2046.0,0.0,0.0
2021-07-04,Aged,65-74,13992.0,4.0,-9.0
2021-07-04,Female,,141838.0,246.0,-14.0
2021-07-04,Aged,35-44,44552.0,83.0,10.0
2021-07-04,Aged,25-34,47790.0,85.0,-11.0
2021-07-04,Median Age,,23.0,-1.0,0.0
2021-07-04,Aged,45-54,39373.0,35.0,1.0
2021-07-04,Total Covid Deaths,,5000.0,,0.0
2021-07-04,Hospitalised Aged,25-34,1010.0,1.0,1.0
2021-07-04,Male,,131294.0,267.0,17.0
2021-07-04,Aged,55-64,28578.0,20.0,-5.0
2021-07-04,Clusters Notified,,0.0,0.0,0.0
2021-07-04,Aged,5-14,22192.0,74.0,5.0
2021-07-04,Hospitalised Aged,45-54,1733.0,4.0,4.0
2021-07-04,Hospitalised Aged,75-84,3201.0,1.0,1.0
2021-07-04,Aged,85+,7624.0,1.0,1.0
2021-07-04,Total Confirmed Covid Cases,,274306.0,,562.0
2021-07-04,Hospitalised Aged,5-14,160.0,0.0,0.0
2021-07-04,Healthcare Workers Covid Cases,,29352.0,11.0,2.0
2021-07-04,Hospitalised Aged,15-24,617.0,4.0,1.0
2021-07-04,Unknown,,43.0,0.0,0.0
2021-07-04,Aged,15-24,49485.0,181.0,10.0
2021-07-04,Hospitalised Covid Cases,,14892.0,16.0,10.0
2021-07-04,Requiring Covid Cases,,1599.0,2.0,1.0
2021-07-04,Aged,1-4,9421.0,25.0,-3.0
2021-07-04,Hospitalised Aged,65-74,2595.0,1.0,0.0
2021-07-04,Confirmed Covid Deaths,,,,
2021-07-05,Aged,75-84,10125.0,1.0,-4.0
2021-07-05,Aged,5-14,22273.0,81.0,7.0
2021-07-05,Aged,85+,7624.0,0.0,-1.0
2021-07-05,Hospitalised Aged,45-54,1735.0,2.0,-2.0
2021-07-05,Requiring Covid Cases,,1599.0,0.0,-2.0
2021-07-05,Aged,35-44,44606.0,54.0,-29.0
2021-07-05,Hospitalised Aged,25-34,1011.0,1.0,0.0
2021-07-05,Hospitalised Aged,55-64,2086.0,0.0,-4.0
2021-07-05,Aged,55-64,28594.0,16.0,-4.0
2021-07-05,Median Age,,23.0,0.0,1.0
2021-07-05,Male,,131530.0,236.0,-31.0
2021-07-05,Hospitalised Aged,65-74,2597.0,2.0,1.0
2021-07-05,Confirmed Covid Cases,,365.0,,-197.0
2021-07-05,Unknown,,43.0,0.0,0.0
2021-07-05,Hospitalised Aged,85+,2046.0,0.0,0.0
2021-07-05,Hospitalised Aged,35-44,1240.0,4.0,3.0
2021-07-05,Hospitalised Aged,5-14,161.0,1.0,1.0
2021-07-05,Hospitalised Covid Cases,,14906.0,14.0,-2.0
2021-07-05,Aged,65-74,14003.0,11.0,7.0
2021-07-05,Total Covid Deaths,,5000.0,,0.0
2021-07-05,Hospitalised Aged,75-84,3202.0,1.0,0.0
2021-07-05,Total Confirmed Covid Cases,,274641.0,,335.0
2021-07-05,Healthcare Workers Covid Cases,,29360.0,8.0,-3.0
2021-07-05,Aged,1-4,9452.0,31.0,6.0
2021-07-05,Confirmed Covid Deaths,,,,
2021-07-05,Hospitalised Aged,15-24,620.0,3.0,-1.0
2021-07-05,Total Confirmed Covid Cases,,274641.0,,335.0
2021-07-05,Aged,15-24,49626.0,141.0,-40.0
2021-07-05,Female,,142069.0,231.0,-15.0
2021-07-05,Clusters Notified,,0.0,0.0,0.0
2021-07-05,Aged,45-54,39408.0,35.0,0.0
2021-07-05,Hospitalised Aged,1-4,204.0,0.0,0.0
2021-07-05,Aged,25-34,47887.0,97.0,12.0
2021-07-06,Aged,45-54,39430.0,22.0,-13.0
2021-07-06,Hospitalised Aged,15-24,620.0,0.0,-3.0
2021-07-06,Hospitalised Aged,1-4,205.0,1.0,1.0
2021-07-06,Confirmed Covid Deaths,,,,
2021-07-06,Unknown,,43.0,0.0,0.0
2021-07-06,Clusters Notified,,0.0,0.0,0.0
2021-07-06,Aged,1-4,9465.0,13.0,-18.0
2021-07-06,Hospitalised Aged,5-14,161.0,0.0,-1.0
2021-07-06,Total Confirmed Covid Cases,,275038.0,,397.0
2021-07-06,Aged,55-64,28607.0,13.0,-3.0
2021-07-06,Hospitalised Aged,65-74,2597.0,0.0,-2.0
2021-07-06,Healthcare Workers Covid Cases,,29370.0,10.0,2.0
2021-07-06,Hospitalised Aged,55-64,2087.0,1.0,1.0
2021-07-06,Male,,131721.0,191.0,-45.0
2021-07-06,Hospitalised Aged,75-84,3202.0,0.0,-1.0
2021-07-06,Requiring Covid Cases,,1599.0,0.0,0.0
2021-07-06,Aged,35-44,44668.0,62.0,8.0
2021-07-06,Aged,5-14,22342.0,69.0,-12.0
2021-07-06,Total Covid Deaths,,5000.0,,0.0
2021-07-06,Hospitalised Aged,85+,2046.0,0.0,0.0
2021-07-06,Median Age,,23.0,0.0,0.0
2021-07-06,Female,,142248.0,179.0,-52.0
2021-07-06,Aged,75-84,10127.0,2.0,1.0
2021-07-06,Aged,65-74,14006.0,3.0,-8.0
2021-07-06,Aged,15-24,49751.0,125.0,-16.0
2021-07-06,Aged,85+,7625.0,1.0,1.0
2021-07-06,Confirmed Covid Cases,,397.0,,32.0
2021-07-06,Total Confirmed Covid Cases,,275038.0,,397.0
2021-07-06,Hospitalised Aged,45-54,1736.0,1.0,-1.0
2021-07-06,Hospitalised Aged,25-34,1011.0,0.0,-1.0
2021-07-06,Hospitalised Aged,35-44,1243.0,3.0,-1.0
2021-07-06,Hospitalised Covid Cases,,14912.0,6.0,-8.0
2021-07-06,Aged,25-34,47947.0,60.0,-37.0
2021-07-07,Aged,45-54,39467.0,37.0,15.0
2021-07-07,Hospitalised Aged,85+,2046.0,0.0,0.0
2021-07-07,Aged,35-44,44723.0,55.0,-7.0
2021-07-07,Aged,5-14,22395.0,53.0,-16.0
2021-07-07,Male,,131902.0,181.0,-10.0
2021-07-07,Total Confirmed Covid Cases,,275571.0,,533.0
2021-07-07,Aged,55-64,28626.0,19.0,6.0
2021-07-07,Aged,25-34,48005.0,58.0,-2.0
2021-07-07,Aged,1-4,9480.0,15.0,2.0
2021-07-07,Aged,15-24,49875.0,124.0,-1.0
2021-07-07,Aged,85+,7626.0,1.0,0.0
2021-07-07,Hospitalised Aged,65-74,2597.0,0.0,0.0
2021-07-07,Unknown,,43.0,0.0,0.0
2021-07-07,Confirmed Covid Deaths,,6.0,,
2021-07-07,Aged,65-74,14012.0,6.0,3.0
2021-07-07,Healthcare Workers Covid Cases,,29383.0,13.0,3.0
2021-07-07,Requiring Covid Cases,,1600.0,1.0,1.0
2021-07-07,Hospitalised Aged,75-84,3202.0,0.0,0.0
2021-07-07,Hospitalised Aged,45-54,1738.0,2.0,1.0
2021-07-07,Hospitalised Aged,15-24,622.0,2.0,2.0
2021-07-07,Confirmed Covid Cases,,581.0,,184.0
2021-07-07,Clusters Notified,,0.0,0.0,0.0
2021-07-07,Hospitalised Aged,1-4,205.0,0.0,-1.0
2021-07-07,Hospitalised Covid Cases,,14921.0,9.0,3.0
2021-07-07,Total Covid Deaths,,5006.0,,6.0
2021-07-07,Aged,75-84,10130.0,3.0,1.0
2021-07-07,Total Confirmed Covid Cases,,275571.0,,533.0
2021-07-07,Female,,142439.0,191.0,12.0
2021-07-07,Hospitalised Aged,5-14,161.0,0.0,0.0
2021-07-07,Median Age,,23.0,0.0,0.0
2021-07-07,Hospitalised Aged,55-64,2088.0,1.0,0.0
2021-07-07,Hospitalised Aged,35-44,1244.0,1.0,-2.0
2021-07-07,Hospitalised Aged,25-34,1013.0,2.0,2.0
2021-07-08,Confirmed Covid Deaths,,,,
2021-07-08,Median Age,,23.0,0.0,0.0
2021-07-08,Total Covid Deaths,,5006.0,,0.0
2021-07-08,Hospitalised Aged,45-54,1739.0,1.0,-1.0
2021-07-08,Clusters Notified,,0.0,0.0,0.0
2021-07-08,Male,,132181.0,279.0,98.0
2021-07-08,Aged,85+,7628.0,2.0,1.0
2021-07-08,Aged,25-34,48117.0,112.0,54.0
2021-07-08,Aged,45-54,39515.0,48.0,11.0
2021-07-08,Hospitalised Aged,15-24,622.0,0.0,-2.0
2021-07-08,Total Confirmed Covid Cases,,276104.0,,533.0
2021-07-08,Hospitalised Aged,35-44,1247.0,3.0,2.0
2021-07-08,Female,,142739.0,300.0,109.0
2021-07-08,Aged,15-24,50060.0,185.0,61.0
2021-07-08,Confirmed Covid Cases,,534.0,,-47.0
2021-07-08,Hospitalised Aged,75-84,3202.0,0.0,0.0
2021-07-08,Hospitalised Aged,85+,2048.0,2.0,2.0
2021-07-08,Hospitalised Covid Cases,,14932.0,11.0,2.0
2021-07-08,Hospitalised Aged,55-64,2090.0,2.0,1.0
2021-07-08,Hospitalised Aged,5-14,161.0,0.0,0.0
2021-07-08,Aged,35-44,44796.0,73.0,18.0
2021-07-08,Total Confirmed Covid Cases,,276104.0,,533.0
2021-07-08,Aged,1-4,9512.0,32.0,17.0
2021-07-08,Aged,55-64,28650.0,24.0,5.0
2021-07-08,Hospitalised Aged,65-74,2598.0,1.0,1.0
2021-07-08,Aged,5-14,22483.0,88.0,35.0
2021-07-08,Requiring Covid Cases,,1603.0,3.0,2.0
2021-07-08,Hospitalised Aged,1-4,205.0,0.0,0.0
2021-07-08,Unknown,,43.0,0.0,0.0
2021-07-08,Aged,75-84,10133.0,3.0,0.0
2021-07-08,Aged,65-74,14024.0,12.0,6.0
2021-07-08,Hospitalised Aged,25-34,1015.0,2.0,0.0
2021-07-08,Healthcare Workers Covid Cases,,29403.0,20.0,7.0
2021-07-09,Healthcare Workers Covid Cases,,29421.0,18.0,-2.0
2021-07-09,Median Age,,25.0,2.0,2.0
2021-07-09,Hospitalised Covid Cases,,14942.0,10.0,-1.0
